지역,매장명,주소,전화번호
부산광역시,부산사직점,부산 동래구 사직북로 4 자이언츠파크 102호,051-502-7750
경기도,일산하이파크시티점,경기 고양시 일산서구 덕이동 1541(하이파크3로78번길) 리더스프라자 101호,031-994-5055
경기도,수원곡반정동점,경기 수원시 권선구 곡반정로65번길 25,070-4833-1225
광주광역시,광주학운점,광주광역시 동구 의재로 71-1,070-4006-5232
경기도,평택동삭센트럴파크점,경기 평택시 지제동삭2로 181-36,070-5227-3235
대구광역시,대구칠곡학정점,대구 북구 학정동 941-5,053-325-6789
서울특별시,빽다방 빵연구소 연세대SK국제학사점,"서울특별시 서대문구 신촌동 134, 연세대학교 신촌캠퍼스 sk국제학사 지하2층",02-393-2238
서울특별시,등촌성당점,"서울시 강서구 공항대로 41길 51, 1층 101호, 102호",02-3663-4067
대구광역시,대구봉무공원점,"대구 동구 팔공로 242-13 (봉무동, 연세메디컬센터) 1층 109호",053-213-2893
세종특별자치시,세종한뜰마을4단지점,"세종시 어진동 520 한신더휴리저브2 111호,112호",070-4006-4320
인천광역시,인천검단파라곤점,인천광역시 서구 이음2로 29 (상가 603동 306호),070-7782-7667
강원도,강원횡성점,강원 횡성군 문정로 19번길 4,033-343-2537
대전광역시,대전한밭대점,"대전광역시 유성구 학하서로121번길 45-2, 1층",070-8691-3809
제주도,제주함덕점,제주도 제주시 조함해안로 450 (2~4층),064-784-8102
전라북도,전주용소점,"전북 전주시 덕진구 시천로 17, 1층 (107호)",070-4010-4872
대구광역시,대구매천시장점,"대구시 북구 매천동 306번지, 1층",070-4077-3952
경기도,광명G타워점,경기도 광명시 소하로 190 1층 G타워,02-899-6256
강원도,춘천온의점,강원도 춘천시 춘천로 17번길 31 (더스위트캐슬 107호-108호 1층),070-4837-1291
경기도,남양주2청사점,경기 남양주시 다산동 3073-1(다산지금로16번길 43) 1층 106호,031-553-2297
서울특별시,고덕역점,서울 강동구 동남로75길 13-7,02-442-9159
충청남도,천안신안점,"충청남도 천안시 동남구 충절로 21, 1층",041-565-3206
제주도,제주삼도일동점,제주특별자치도 제주시 삼도일동 788-1 1층,070-4366-0812
전라북도,전주서곡지구점,전북 전주시 완산구 세내로544 1층,070-8691-4070
전라남도,목포용해이로점,전남 목포시 용해동 234-7,070-4010-5265
강원도,강원양양점,강원 양양군 양양읍 양양로 57 (남문리) 1층,033-672-7774
경기도,오산세마역점,경기도 오산시 세마역로 95 (세교동),070-8648-0117
경기도,동탄카림3차점,"경기도 화성시 동탄순환대로12길 85, 제3653동 제지1층 제비108호,109호 (산척동, 그린힐 반도유보라 아이비파크 10)",070-4099-5990
경기도,부천상동하얀마을점,"경기도 부천시 상동 556-3번지, 1층",070-4047-4674
인천광역시,운서영종대로점,인천광역시 중구 운서동 3098-1 1층,032-746-0196
경기도,포천신읍점,경기도 포천시 중앙로 103,031-536-2229
제주도,제주화북남문점,제주도 제주시 화북1동 1984-9 1층,070-4010-8526
경기도,진접롯데시네마점,경기 남양주시 진접읍 해밀예당1로 36,070-4099-8090
세종특별자치시,조치원신흥점,세종시 조치원읍 대첩로 68,044-865-2272
전라북도,전주우아한시티점,"전라북도 전주시 덕진구 우아동3가 747-81, 우아한시티 상가 19호",070-4012-3949
대전광역시,대전갑천만년점,대전광역시 서구 만년동 6번지 102호,070-4010-4990
서울특별시,한성대입구역점,"서울 성북구 삼선교로 2-1, 1층",070-4066-0670
서울특별시,금천정훈단지점,"서울 금천구 독산로 211 (독산동, 세진아파트) 1층 101호",070-8648-1140
강원도,강릉내곡점,"강원 강릉시 범일로 631, 1층",033-651-1996
전라북도,익산동산제일점,전북 익산시 평동로 725 동산동 동산제일2차아파트상가 102호,063-858-7775
인천광역시,송도스마트밸리점,"인천광역시 연수구 송도동 214, 송도 BRC 스마트밸리 지식산업센터 F동 207호(상가동)",032-710-9159
경상남도,진주초장점,경남 진주시 초북로 50 (초전동 1699-3) 103호,055-753-0818
부산광역시,빽다방 빵연구소 부산미남역점,"부산광역시 동래구 우장춘로 7 (온천동, 보민빌딩)",051-557-1100
강원도,춘천우두택지점,강원도 춘천시 우두동 1118-1  (신축건물 1층 109호),070-4099-5149
전라북도,정읍수성점,전북 정읍시 수성로 40,063-700-7025
인천광역시,주안센트레빌점,"인천광역시 미추홀구 주안동 22-14, 1층 101호+102호",070-4012-3399
경기도,분당정자역점,"경기 성남시 분당구 성남대로 331번길 13,1층 108호",031-719-6889
인천광역시,인천산곡푸르지오점,인천광역시 부평구 산곡동 124-25,032-713-7982
인천광역시,영종운서스카이점,"인천광역시 중구 흰바위로 284, 디딤돌프라자 1층 (103호)",032-751-7519
전라남도,전남함평점,전남 함평군 함평읍 기각리 1001-5,070-4099-7949
대구광역시,대구공평네거리점,대구 중구 공평로 71 1층,070-4006-0270
충청남도,서산테크노밸리점,충청남도 서산시 성연면 성연4로 27-28,041-584-5734
경기도,다산테라타워점,경기 남양주시 다산동 6250(다산지금로 202) 1층 129호,031-560-9922
대전광역시,대전법동점,"대전 대덕구 법동 282-7, 1층",042-632-0400
강원도,철원동송점,강원 철원군 동송읍 이평리 680-93,070-4010-8811
서울특별시,마곡리더스타워점,서울 강서구 마곡동 800-5(공항대로 228) 리더스타워 1층 111호,02-2039 -3312
경기도,동탄서영아너시티점,"경기 화성시 동탄영천로 101, 132~133호",031-376-6703
전라북도,전주사대부고점,"전라북도 전주시 덕진구 백제대로639, 1층 뺵다방",070-4333-0078
충청남도,아산호서대점,충남 아산시 배방읍 호서로79번길 15,070-4799-3644
경기도,수원호매실칠보점,"경기 수원시 권선구 금호로 56, 1층 102호",031-294-8253
대전광역시,대전스마트시티점,대전 유성구 도룡동 4-8  1층 120호,070-4833-1705
경기도,안산반월공단점,경기도 안산시 단원구 산단로 296  대우테크노피아 1층 제에이106호,070-4006-1707
부산광역시,부산지사동점,부산광역시 강서구 과학산단2로 20번길 6 (지사동 1196-2),051-971-9466
경상북도,경북성주점,"경상북도 성주군 성주읍 성주로3283, M타워 1층 빽다방",054-932-0707
충청북도,충북대병원점,"충북 청주시 서원구 개신동 52-3, 1층",070-4333-1833
인천광역시,인천당하점,인천 서구 청마로167번길 3,032-567-7479
제주도,제주평화로SK점,"제주특별자치도 제주시 해안동 2171, 1층",070-4010-1851
대전광역시,대전유성도안점,"대전 유성구 도안대로 512-16  (1층, 104호)",042-822-0988
경기도,시흥목감조남점,경기 시흥시 조남동 657 키움프라자 111호,070-4833-0219
서울특별시,마곡수명산점,"서울 강서구 내발산동 750-12 (웨스턴빌딩 1층, 103호)",070-7525-0808
대전광역시,대전유성센트럴점,"대전 유성구 계룡로 132번길 10  , 센트럴프라자 1층 105호",042-710-2522
충청남도,천안백석대점,충남 천안시 동남구 문암로 80 1층,010-3061-3634
전라남도,순천왕지점,전남 순천시 조례동 1833-5,070-4010-2424
경기도,동탄역시범단지점,경기도 화성시 청계동 514-2 서진프라자 105호,070-4010-1850
서울특별시,강서구청점,"서울특별시 강서구 화곡로 318-1, 1층",070-4333-0404
서울특별시,목동8단지점,서울 양천구 목동서로 285 황금 프라자 1층 101호,070-4048-0523
서울특별시,길음롯데클라시아점,서울 성북구 길음동 508-16 롯데캐슬클라시아 상가동 117호,070-4010-1581
제주도,서귀포성읍마을점,제주특별자치도 서귀포시 표선면 성읍리 987-3 1층,미등록
서울특별시,숙대입구역점,서울 용산구 갈월동 90-10,02-712-0094
충청남도,아산탕정역점,"충남 아산시 탕정면 한들물빛도시로 70, 109호",041-424-0400
경기도,성남도촌점,"경기 성남시 중원구 도촌남로 27 (도촌동 566, 114호)",070-4027-4334
강원도,속초부영점,강원 속초시 청대로 204번길 39 1층,033-636-1848
경기도,시흥배곧호반써밋점,경기 시흥시 배곧동 228-3,070-7576-4769
충청남도,천안두정대림포레나점,충남 천안시 서북구 두정동 북일로 21 단지내 상가 103호,041-566-8260
부산광역시,부산정관행복타운점,"부산광역시 기장군 정관읍 정관1로 18, 이지1차상가 125동 104호",051-727-8441
경기도,병점역점,"경기도 화성시 떡전골로 96-4, 1층",070-8666-0030
경기도,수원파장점,경기 수원시 장안구 파장로 62,031-252-0964
경기도,연천역점,"경기도 연천군 연천읍 연천로260번길 11, 1층",031-834-6555
경기도,안산월피공원점,"경기도 안산시 상록구 예술광장로 11, 1층 101호",031-410-8472
강원도,춘천후평점,강원 춘천시 후석로 280,033-254-7177
인천광역시,주안북부역점,"인천 미추홀구 주안동 25-65  (5호,6호)",070-8680-0017
인천광역시,부평동아점,"인천 부평구 부평문화로 55 (부평동, 와이디타워) 1층, 102호",032-511-0622
제주도,빽다방 빵연구소 제주합동청사점,제주도 제주시 도남동 663-12,064-722-3334
경기도,시흥능곡장현점,경기 시흥시 능곡번영길 25,070-4365-7596
서울특별시,개롱역점,서울 송파구 가락동 166-2 에스케이허브파크 113호,02-407-7057
강원도,원주간현점,강원특별자치도 원주시 지정면 간현리 1056-13 1층,033-901-2280
광주광역시,광주하남점,광주 광산구 사암로 216번길 30,062-400-3303
서울특별시,상계보람점,서울 노원구 상계동 456-129,02-6227-6952
충청남도,충남부여점,충남 부여군 부여읍 석탑로 53 1층,041-837-8050
서울특별시,장안뉴시티점,"서울 동대문구 장한로 105 (장안동, 장안 NEW CITY) 1층",070-8691-1007
대전광역시,대전지족점,"대전광역시 유성구 지족로 374 (지족동, 옥타브상가)",070-4366-0277
대전광역시,대전탄방역점,"대전 서구 계룡로553번길 18 (탄방동, 조이빌딩) 1층",0507-1338-5439
대전광역시,대전송강동점,대전 유성구 봉산로 24 1층,010-8178-2396
인천광역시,송도닥터플러스몰점,인천광역시 연수구 컨벤시아대로 230번길 54,070-8648-3525
인천광역시,가정역SK리더스뷰점,"인천 서구 가정로 437 (가정동, 루원시티 SK Leaders VIEW) 302동 B231호",032-222-9874
서울특별시,고대구로병원점,서울 구로구 구로동 730-60(구로동로 138),02-6015-9504
전라북도,군산조촌디오션점,"전북 군산시 궁포3로 12, 1층 103호",070-7782-9555
충청남도,아산탕정예미지점,충남 아산시 탕정면 매곡한들5길 6-4,070-7576-1721
전라북도,전주호성점,전라북도 전주시 덕진구 호성동1가 828-14,063-909-3600
인천광역시,인천구월정각초점,인천 남동구 구월동 1241-1,032-463-3113
인천광역시,영종하늘달빛점,인천 중구 하늘달빛로 94 (중산동) 1층,070-4099-4865
전라남도,전남영광읍점,전남 영광군 영광읍 중앙로 166,070-4304-0645
경기도,수원매탄위브점,경기 수원시 영통구 인계로 220번길 10,031-211-7445
전라북도,정읍중앙점,전라북도 정읍시 수성동 571-11,063-532-2306
경기도,안양메가트리아점,"경기도 안양시 만안구 태평로 60번길 42, 1층",0507-1391-1677
경기도,동탄프리미엄아울렛점,경기 화성시 동탄기흥로257번가길 30-2 101호,031-8055-0609
경기도,안양대림대앞점,경기 안양시 동안구 비산로 57 107호,031-464-0013
경상북도,경주보문점,"경북 경주시 보문로 549 (천군동) 1층, 107호",054-773-1140
경기도,범계에이스점,경기 안양시 동인구 시민대로109번길 29 1층 118호,070-7776-8081
경기도,성남상대원센터엠점,경기 성남시 중원구 사기막골로62번길 33,031-620-5887
강원도,원주기업도시점,"강원도 원주시 지정면 신지정로 322-1, 110호",033-735-5959
경기도,평택현촌점,경기도 평택시 현촌 4길 6,031-8054-7740
서울특별시,영등포시장역점,서울 영등포구 국회대로50길 20 포레나영등포센트럴 상가동 117호,070-4353-1971
대전광역시,대전아이파크시티점,대전광역시 유성구 상대복용로29번길 52,042-716-4116
세종특별자치시,세종첫마을점,세종특별자치시 나성동 715 112호,044-863-4432
경기도,오산고인돌공원점,"경기 오산시 문헌공로 3, 1층",070-7507-0925
전라남도,순천연향3지구점,전남 순천시 연향동 1686-2 1층,061-722-4590
경상북도,경산사동점,경북 경산시 사동 31번지 102호,070-8648-0041
강원도,원주건강보험공단점,"강원도 원주시 반곡동 1913-7 가든식스.(1층 102호,103호)",033-813-0776
경상북도,경북고령다산점,경북 고령군 다산면 평리6길 8,054-955-0706
서울특별시,가산AP타워점,서울 금천구 가산동 673(가산디지털1로 16) 가산skv1ap타워 105호,02-6138-2121
